,AC,AUX1,CmpId,DI4,DirectionFrom,DirectionTo,DispatchDateTime,Distance,ETAOldTime,ETAOldTime1,ETARouteName,ETATime,ETATime1,Ignition,LastNCSentDate,LastTrackdt,Odometer,RouteNo,Speed,VehId,VehNo,WaybillNo,_id,avgspeed,idx_Trackid_pk,location.coordinates,location.type,routeflag,token,directionsss,location.coordinates.lon,location.coordinates.lat,direction,speed,t,prev_t,geometry
0,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:34:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a62987759eb4e80b9f9a,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:34:00+00:00,2022-09-26 00:32:59+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
1,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:35:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a66087759eb4e80ba046,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:35:00+00:00,2022-09-26 00:34:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
2,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:36:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a69d87759eb4e80ba101,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:36:00+00:00,2022-09-26 00:35:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
3,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:37:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a6db87759eb4e80ba1c1,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:37:00+00:00,2022-09-26 00:36:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
4,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:38:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a71987759eb4e80ba290,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:38:00+00:00,2022-09-26 00:37:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
5,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:39:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a75787759eb4e80ba359,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:39:00+00:00,2022-09-26 00:38:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
6,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:40:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a78e87759eb4e80ba40d,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:40:00+00:00,2022-09-26 00:39:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
7,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:41:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a7cb87759eb4e80ba4df,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:41:00+00:00,2022-09-26 00:40:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
8,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:42:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a80987759eb4e80ba5ac,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:42:00+00:00,2022-09-26 00:41:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
9,False,True,1,False,आनंदनगर आगार,ठाणे स्टेशन,2022-09-24T08:54:26.000Z,0,8.95253385926202,4.262313408583042,आनंदनगर आगार - ठाणे स्टेशन,8.95253385926202,4.262313408583042,False,2019-06-19T13:01:29.843Z,2022-09-26T00:43:00.000Z,0,143,0,100,MH04-EP-784,401079407,6330a84787759eb4e80ba66d,0,27,"72.9692,19.266268",Point,True,1664021701505,0,72.9692,19.266268,0.0,0.0,2022-09-26 00:43:00+00:00,2022-09-26 00:42:00+00:00,"LINESTRING (72.9692 19.266268, 72.96920001 19.26626801)"
