,AC,AUX1,CmpId,DI4,DirectionFrom,DirectionTo,DispatchDateTime,Distance,ETAOldTime,ETAOldTime1,ETARouteName,ETATime,ETATime1,Ignition,LastNCSentDate,LastTrackdt,Odometer,RouteNo,Speed,VehId,VehNo,WaybillNo,_id,avgspeed,idx_Trackid_pk,location.coordinates,location.type,routeflag,token,directionsss,location.coordinates.lon,location.coordinates.lat,direction,speed,t,prev_t,geometry
0,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:18:51.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc5acfca2bdd886c1f97,0,102,"72.976059,19.18672",Point,True,1674385970594,0,72.976059,19.18672,249.61928854502904,1.278128816119138,2023-01-22 12:18:51+00:00,2023-01-22 12:18:41+00:00,"LINESTRING (72.976173 19.18676, 72.976059 19.18672)"
1,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:01.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc63cfca2bdd886c1fb1,0,102,"72.975899,19.186724",Point,True,1674385970594,0,72.975899,19.186724,271.5163121732905,1.6833665498671873,2023-01-22 12:19:01+00:00,2023-01-22 12:18:51+00:00,"LINESTRING (72.976059 19.18672, 72.975899 19.186724)"
2,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:11.000Z,9589.814,150,6,169,MH04-EP-836,401131055,63ccdc6ccfca2bdd886c1fca,0,102,"72.975769,19.186781",Point,True,1674385970594,0,72.975769,19.186781,294.9030827695958,1.505826164499387,2023-01-22 12:19:11+00:00,2023-01-22 12:19:01+00:00,"LINESTRING (72.975899 19.186724, 72.975769 19.186781)"
3,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:21.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc7fcfca2bdd886c1feb,0,102,"72.975647,19.186838",Point,True,1674385970594,0,72.975647,19.186838,296.32126583198396,1.4298636652697412,2023-01-22 12:19:21+00:00,2023-01-22 12:19:11+00:00,"LINESTRING (72.975769 19.186781, 72.975647 19.186838)"
4,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:30.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc88cfca2bdd886c1ffc,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,255.17363321777663,0.09667002192566578,2023-01-22 12:19:30+00:00,2023-01-22 12:19:21+00:00,"LINESTRING (72.975647 19.186838, 72.975639 19.186836)"
5,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:41.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc91cfca2bdd886c200d,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,0.0,0.0,2023-01-22 12:19:41+00:00,2023-01-22 12:19:30+00:00,"LINESTRING (72.975639 19.186836, 72.97563901 19.18683601)"
6,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:19:51.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdc9acfca2bdd886c2026,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,0.0,0.0,2023-01-22 12:19:51+00:00,2023-01-22 12:19:41+00:00,"LINESTRING (72.975639 19.186836, 72.97563901 19.18683601)"
7,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:20:01.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdca3cfca2bdd886c2043,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,0.0,0.0,2023-01-22 12:20:01+00:00,2023-01-22 12:19:51+00:00,"LINESTRING (72.975639 19.186836, 72.97563901 19.18683601)"
8,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:20:11.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdcaccfca2bdd886c2057,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,0.0,0.0,2023-01-22 12:20:11+00:00,2023-01-22 12:20:01+00:00,"LINESTRING (72.975639 19.186836, 72.97563901 19.18683601)"
9,False,True,1,False,ठाणे स्थानक,दादलानी पार्क,2023-01-22T12:12:58.000Z,97.79,0.0370826644457122,4.815924787513751,ठाणे स्थानक - दादलानी पार्क,0.0370826644457122,4.815924787513751,False,2019-06-24T05:38:46.370Z,2023-01-22T12:20:21.000Z,9589.814,150,0,169,MH04-EP-836,401131055,63ccdcb5cfca2bdd886c2069,0,102,"72.975639,19.186836",Point,True,1674385970594,0,72.975639,19.186836,0.0,0.0,2023-01-22 12:20:21+00:00,2023-01-22 12:20:11+00:00,"LINESTRING (72.975639 19.186836, 72.97563901 19.18683601)"
